number of parameters: 81.81M
iter 0: loss 8.753521919250488, loss_a 8.748482704162598, loss_b 8.766866683959961, lr 1.188118811881188e-05
iter 6990: loss 0.8719491958618164, loss_a 0.5886312127113342, loss_b 1.6449246406555176, lr 0.0005825573724646734
iter 7000: loss 0.9093391299247742, loss_a 0.6352633833885193, loss_b 1.6908479928970337, lr 0.0005825072656096284
iter 7010: loss 0.8957829475402832, loss_a 0.616981565952301, loss_b 1.70573890209198, lr 0.0005824570892969519
iter 7020: loss 0.8611680865287781, loss_a 0.6154913306236267, loss_b 1.4243261814117432, lr 0.0005824068435404461
iter 7030: loss 0.8505107760429382, loss_a 0.6353140473365784, loss_b 1.3236747980117798, lr 0.000582356528353932
iter 7040: loss 0.8499705791473389, loss_a 0.5947182178497314, loss_b 1.4576201438903809, lr 0.0005823061437512502
iter 7050: loss 0.9566835165023804, loss_a 0.6996684670448303, loss_b 1.6517224311828613, lr 0.0005822556897462596
iter 7060: loss 0.9424132108688354, loss_a 0.6989237070083618, loss_b 1.568817377090454, lr 0.0005822051663528391
iter 7070: loss 0.9202420711517334, loss_a 0.6353987455368042, loss_b 1.7386780977249146, lr 0.0005821545735848862
iter 7080: loss 0.9089648723602295, loss_a 0.664461612701416, loss_b 1.529676079750061, lr 0.0005821039114563174
iter 7090: loss 0.8810716867446899, loss_a 0.6414933800697327, loss_b 1.4348738193511963, lr 0.0005820531799810685
iter 7100: loss 0.89609694480896, loss_a 0.6395289301872253, loss_b 1.5536551475524902, lr 0.0005820023791730942
iter 7110: loss 0.911297619342804, loss_a 0.6303250789642334, loss_b 1.701643466949463, lr 0.0005819515090463686
iter 7120: loss 0.8880357146263123, loss_a 0.6368664503097534, loss_b 1.5255732536315918, lr 0.0005819005696148844
iter 7130: loss 0.8228644132614136, loss_a 0.589524507522583, loss_b 1.361543893814087, lr 0.0005818495608926538
iter 7140: loss 0.7796275615692139, loss_a 0.5298764705657959, loss_b 1.3453253507614136, lr 0.0005817984828937076
iter 7150: loss 0.8571776151657104, loss_a 0.5773723125457764, loss_b 1.5853605270385742, lr 0.0005817473356320962
iter 7160: loss 0.7899140119552612, loss_a 0.5422022342681885, loss_b 1.4015097618103027, lr 0.0005816961191218886
iter 7170: loss 0.9040364027023315, loss_a 0.6830416321754456, loss_b 1.3444314002990723, lr 0.0005816448333771731
iter 7180: loss 0.8270169496536255, loss_a 0.5830711126327515, loss_b 1.4001636505126953, lr 0.000581593478412057
iter 7190: loss 0.917696475982666, loss_a 0.6347994804382324, loss_b 1.6379344463348389, lr 0.0005815420542406663
iter 7200: loss 0.896009087562561, loss_a 0.6292757987976074, loss_b 1.563469648361206, lr 0.0005814905608771467
iter 7210: loss 0.7744160890579224, loss_a 0.546349048614502, loss_b 1.3534882068634033, lr 0.0005814389983356626
iter 7220: loss 0.9057064652442932, loss_a 0.6290669441223145, loss_b 1.5756964683532715, lr 0.0005813873666303971
iter 7230: loss 0.8505375385284424, loss_a 0.6074731349945068, loss_b 1.428495168685913, lr 0.0005813356657755528
iter 7240: loss 0.8295944929122925, loss_a 0.578906774520874, loss_b 1.4218554496765137, lr 0.0005812838957853511
iter 7250: loss 0.8934829831123352, loss_a 0.6385532021522522, loss_b 1.502236008644104, lr 0.0005812320566740325
iter 7260: loss 0.8337185382843018, loss_a 0.62631756067276, loss_b 1.3178932666778564, lr 0.0005811801484558565
iter 7270: loss 0.9129900932312012, loss_a 0.6461528539657593, loss_b 1.6073182821273804, lr 0.0005811281711451015
iter 7280: loss 0.8525750637054443, loss_a 0.6237251162528992, loss_b 1.395619511604309, lr 0.0005810761247560651
iter 7290: loss 0.8991458415985107, loss_a 0.6227321028709412, loss_b 1.7888870239257812, lr 0.0005810240093030637
iter 7300: loss 0.8686084747314453, loss_a 0.5958195924758911, loss_b 1.6384823322296143, lr 0.0005809718248004328
iter 7310: loss 0.8724256753921509, loss_a 0.5990942120552063, loss_b 1.6022894382476807, lr 0.000580919571262527
iter 7320: loss 0.8595855832099915, loss_a 0.6055810451507568, loss_b 1.476757526397705, lr 0.0005808672487037196
iter 7330: loss 0.8943216800689697, loss_a 0.6351674795150757, loss_b 1.5806100368499756, lr 0.0005808148571384032
iter 7340: loss 0.828199565410614, loss_a 0.5732832551002502, loss_b 1.494140625, lr 0.0005807623965809894
iter 7350: loss 0.9187278747558594, loss_a 0.6573144197463989, loss_b 1.6720024347305298, lr 0.0005807098670459082
iter 7360: loss 0.8993567228317261, loss_a 0.641406238079071, loss_b 1.5604583024978638, lr 0.0005806572685476092
iter 7370: loss 0.8511080741882324, loss_a 0.5819082260131836, loss_b 1.5189316272735596, lr 0.0005806046011005608
iter 7380: loss 0.8729984164237976, loss_a 0.6458768844604492, loss_b 1.446556806564331, lr 0.0005805518647192504
iter 7390: loss 0.7933788299560547, loss_a 0.5781091451644897, loss_b 1.2513892650604248, lr 0.0005804990594181841
iter 7400: loss 0.8819241523742676, loss_a 0.6085291504859924, loss_b 1.6365995407104492, lr 0.0005804461852118873
iter 7410: loss 0.8660107254981995, loss_a 0.6252216696739197, loss_b 1.485373854637146, lr 0.0005803932421149041
iter 7420: loss 0.8234778642654419, loss_a 0.5555529594421387, loss_b 1.4956278800964355, lr 0.0005803402301417978
iter 7430: loss 0.8193671107292175, loss_a 0.5615527033805847, loss_b 1.4486746788024902, lr 0.0005802871493071504
iter 7440: loss 0.8765009045600891, loss_a 0.6163442730903625, loss_b 1.5926169157028198, lr 0.0005802339996255629
iter 7450: loss 0.877306342124939, loss_a 0.6362922787666321, loss_b 1.4752073287963867, lr 0.0005801807811116554
iter 7460: loss 0.9216131567955017, loss_a 0.6302754878997803, loss_b 1.7639355659484863, lr 0.0005801274937800666
iter 7470: loss 0.853191614151001, loss_a 0.577037513256073, loss_b 1.5062856674194336, lr 0.0005800741376454546
iter 7480: loss 0.8374701738357544, loss_a 0.6072993874549866, loss_b 1.4383997917175293, lr 0.000580020712722496
iter 7490: loss 0.8979419469833374, loss_a 0.6269243955612183, loss_b 1.5208947658538818, lr 0.0005799672190258865
iter 7500: loss 0.9718759655952454, loss_a 0.6616151928901672, loss_b 1.8240464925765991, lr 0.0005799136565703409
iter 7510: loss 0.8681098818778992, loss_a 0.6001567244529724, loss_b 1.55599045753479, lr 0.0005798600253705924
iter 7520: loss 0.8913345336914062, loss_a 0.6654943227767944, loss_b 1.4687429666519165, lr 0.0005798063254413938
iter 7530: loss 0.9038351774215698, loss_a 0.6883864402770996, loss_b 1.4389526844024658, lr 0.0005797525567975162
iter 7540: loss 0.840412974357605, loss_a 0.6177739500999451, loss_b 1.4041739702224731, lr 0.0005796987194537497
iter 7550: loss 0.8725577592849731, loss_a 0.5919939875602722, loss_b 1.677543044090271, lr 0.0005796448134249038
iter 7560: loss 0.8134158849716187, loss_a 0.5892091393470764, loss_b 1.2706679105758667, lr 0.0005795908387258062
iter 7570: loss 0.8547021150588989, loss_a 0.5862453579902649, loss_b 1.62018883228302, lr 0.000579536795371304
iter 7580: loss 0.947834312915802, loss_a 0.6797752976417542, loss_b 1.7086799144744873, lr 0.0005794826833762631
iter 7590: loss 0.7849915027618408, loss_a 0.5359972715377808, loss_b 1.4290626049041748, lr 0.000579428502755568
iter 7600: loss 0.8918688297271729, loss_a 0.6459168791770935, loss_b 1.4841233491897583, lr 0.0005793742535241222
iter 7610: loss 0.863207221031189, loss_a 0.6466702818870544, loss_b 1.3558640480041504, lr 0.0005793199356968484
iter 7620: loss 0.8659433126449585, loss_a 0.624828040599823, loss_b 1.4976590871810913, lr 0.0005792655492886876
iter 7630: loss 0.8996754884719849, loss_a 0.6285459399223328, loss_b 1.6801999807357788, lr 0.0005792110943146002
iter 7640: loss 0.804279088973999, loss_a 0.5687993764877319, loss_b 1.4144103527069092, lr 0.0005791565707895651
iter 7650: loss 0.8669929504394531, loss_a 0.6271312236785889, loss_b 1.4664039611816406, lr 0.0005791019787285803
iter 7660: loss 0.8436184525489807, loss_a 0.584865391254425, loss_b 1.4184925556182861, lr 0.0005790473181466624
iter 7670: loss 0.8624826669692993, loss_a 0.6027080416679382, loss_b 1.5284606218338013, lr 0.0005789925890588471
iter 7680: loss 0.8801764249801636, loss_a 0.6084620952606201, loss_b 1.6396799087524414, lr 0.0005789377914801889
iter 7690: loss 0.8323407769203186, loss_a 0.5816978812217712, loss_b 1.5234555006027222, lr 0.0005788829254257607
iter 7700: loss 0.9163461923599243, loss_a 0.6309360861778259, loss_b 1.6961206197738647, lr 0.000578827990910655
iter 7710: loss 0.8675316572189331, loss_a 0.6316697001457214, loss_b 1.5141454935073853, lr 0.0005787729879499826
iter 7720: loss 0.8745157718658447, loss_a 0.6101805567741394, loss_b 1.5478006601333618, lr 0.0005787179165588733
iter 7730: loss 0.8765242695808411, loss_a 0.6525024175643921, loss_b 1.3993483781814575, lr 0.0005786627767524756
iter 7740: loss 0.8122862577438354, loss_a 0.5741609930992126, loss_b 1.34337317943573, lr 0.0005786075685459569
iter 7750: loss 0.8605924844741821, loss_a 0.6209632754325867, loss_b 1.517227292060852, lr 0.0005785522919545035
iter 7760: loss 0.8270692229270935, loss_a 0.5729045271873474, loss_b 1.4044208526611328, lr 0.0005784969469933205
iter 7770: loss 0.8336774706840515, loss_a 0.5911789536476135, loss_b 1.4512494802474976, lr 0.0005784415336776316
iter 7780: loss 0.8434543609619141, loss_a 0.583407461643219, loss_b 1.4321343898773193, lr 0.0005783860520226794
iter 7790: loss 0.8149857521057129, loss_a 0.5581138134002686, loss_b 1.4704464673995972, lr 0.0005783305020437255
iter 7800: loss 0.8959918022155762, loss_a 0.6261225342750549, loss_b 1.5235322713851929, lr 0.00057827488375605
iter 7810: loss 0.8926998972892761, loss_a 0.599099338054657, loss_b 1.7561290264129639, lr 0.0005782191971749521
iter 7820: loss 0.8558131456375122, loss_a 0.6073413491249084, loss_b 1.5085948705673218, lr 0.0005781634423157495
iter 7830: loss 0.9300526976585388, loss_a 0.6497871279716492, loss_b 1.6672636270523071, lr 0.0005781076191937786
iter 7840: loss 0.8337342143058777, loss_a 0.5720879435539246, loss_b 1.4297078847885132, lr 0.0005780517278243952
iter 7850: loss 0.8202956914901733, loss_a 0.6188254356384277, loss_b 1.2530019283294678, lr 0.000577995768222973
iter 7860: loss 0.8228448629379272, loss_a 0.568535566329956, loss_b 1.4691307544708252, lr 0.0005779397404049051
iter 7870: loss 0.9167343974113464, loss_a 0.6424328684806824, loss_b 1.7190061807632446, lr 0.0005778836443856032
iter 7880: loss 0.8751893043518066, loss_a 0.6190154552459717, loss_b 1.5599753856658936, lr 0.0005778274801804978
iter 7890: loss 0.9190661907196045, loss_a 0.6400842666625977, loss_b 1.744018316268921, lr 0.0005777712478050379
iter 7900: loss 0.9261011481285095, loss_a 0.6273055672645569, loss_b 1.8513251543045044, lr 0.0005777149472746916
iter 7910: loss 0.8251989483833313, loss_a 0.5761195421218872, loss_b 1.4410871267318726, lr 0.0005776585786049455
iter 7920: loss 0.890405535697937, loss_a 0.6275622248649597, loss_b 1.5679322481155396, lr 0.000577602141811305
iter 7930: loss 0.8219114542007446, loss_a 0.5718616843223572, loss_b 1.4952960014343262, lr 0.0005775456369092943
iter 7940: loss 0.8769484758377075, loss_a 0.6182714104652405, loss_b 1.6101188659667969, lr 0.0005774890639144566
iter 7950: loss 0.8482856750488281, loss_a 0.5650063157081604, loss_b 1.647639513015747, lr 0.000577432422842353
iter 7960: loss 0.9331040382385254, loss_a 0.673638641834259, loss_b 1.5989938974380493, lr 0.0005773757137085642
iter 7970: loss 0.8520602583885193, loss_a 0.5963563919067383, loss_b 1.5151965618133545, lr 0.0005773189365286893
iter 7980: loss 0.8824453353881836, loss_a 0.6135493516921997, loss_b 1.6340711116790771, lr 0.0005772620913183459
iter 7990: loss 0.8055562973022461, loss_a 0.5627342462539673, loss_b 1.4445687532424927, lr 0.0005772051780931708
iter 8000: loss 0.8419156074523926, loss_a 0.583823025226593, loss_b 1.5261268615722656, lr 0.0005771481968688189
iter 8010: loss 0.8463977575302124, loss_a 0.5719574689865112, loss_b 1.547533631324768, lr 0.0005770911476609644
iter 8020: loss 0.8546354174613953, loss_a 0.5764443278312683, loss_b 1.5002148151397705, lr 0.0005770340304852998
iter 8030: loss 0.9153763055801392, loss_a 0.6428621411323547, loss_b 1.666211485862732, lr 0.0005769768453575363
iter 8040: loss 0.7348344326019287, loss_a 0.5124688148498535, loss_b 1.2346172332763672, lr 0.0005769195922934042
iter 8050: loss 0.8862411975860596, loss_a 0.6422576904296875, loss_b 1.4760971069335938, lr 0.0005768622713086521
iter 8060: loss 0.8017910718917847, loss_a 0.5743127465248108, loss_b 1.3219568729400635, lr 0.0005768048824190472
iter 8070: loss 0.9652540683746338, loss_a 0.6788401007652283, loss_b 1.7940031290054321, lr 0.0005767474256403759
iter 8080: loss 0.9141291379928589, loss_a 0.6689469218254089, loss_b 1.5827468633651733, lr 0.0005766899009884426
iter 8090: loss 0.7715023756027222, loss_a 0.5566827654838562, loss_b 1.2415639162063599, lr 0.0005766323084790709
iter 8100: loss 0.8875887989997864, loss_a 0.6239644885063171, loss_b 1.5908818244934082, lr 0.000576574648128103
iter 8110: loss 0.8791049718856812, loss_a 0.6137159466743469, loss_b 1.557423710823059, lr 0.0005765169199513994
iter 8120: loss 0.8271492719650269, loss_a 0.529345691204071, loss_b 1.502852201461792, lr 0.0005764591239648395
iter 8130: loss 0.857511043548584, loss_a 0.6110638380050659, loss_b 1.4727349281311035, lr 0.0005764012601843214
iter 8140: loss 0.8540717959403992, loss_a 0.6059388518333435, loss_b 1.4885724782943726, lr 0.0005763433286257618
iter 8150: loss 0.7725659608840942, loss_a 0.5816631317138672, loss_b 1.1885812282562256, lr 0.0005762853293050962
iter 8160: loss 0.7978989481925964, loss_a 0.5902320742607117, loss_b 1.203279733657837, lr 0.0005762272622382784
iter 8170: loss 0.890917956829071, loss_a 0.6407407522201538, loss_b 1.567255973815918, lr 0.000576169127441281
iter 8180: loss 0.7874524593353271, loss_a 0.5343562960624695, loss_b 1.4210724830627441, lr 0.0005761109249300953
iter 8190: loss 0.8064545392990112, loss_a 0.5568093657493591, loss_b 1.3422508239746094, lr 0.000576052654720731
iter 8200: loss 0.8919241428375244, loss_a 0.6272360682487488, loss_b 1.5994696617126465, lr 0.000575994316829217
iter 8210: loss 0.8230788707733154, loss_a 0.5762946605682373, loss_b 1.397772192955017, lr 0.0005759359112716001
iter 8220: loss 0.863068699836731, loss_a 0.6162251234054565, loss_b 1.5025466680526733, lr 0.0005758774380639461
iter 8230: loss 0.9016119837760925, loss_a 0.6341603398323059, loss_b 1.6376935243606567, lr 0.0005758188972223393
iter 8240: loss 0.9037389159202576, loss_a 0.6218202114105225, loss_b 1.6422456502914429, lr 0.0005757602887628827
iter 8250: loss 0.8681706190109253, loss_a 0.5803704261779785, loss_b 1.672511100769043, lr 0.0005757016127016976
iter 8260: loss 0.902778148651123, loss_a 0.6629191040992737, loss_b 1.5199358463287354, lr 0.0005756428690549245
iter 8270: loss 0.8598566055297852, loss_a 0.595467746257782, loss_b 1.464598536491394, lr 0.0005755840578387218
iter 8280: loss 0.9158017039299011, loss_a 0.633053719997406, loss_b 1.683874487876892, lr 0.0005755251790692671
iter 8290: loss 0.7971700429916382, loss_a 0.5442869067192078, loss_b 1.4603242874145508, lr 0.0005754662327627561
iter 8300: loss 0.8674964308738708, loss_a 0.6181530952453613, loss_b 1.4991626739501953, lr 0.0005754072189354032
iter 8310: loss 0.8415964841842651, loss_a 0.5920917391777039, loss_b 1.4584447145462036, lr 0.0005753481376034417
iter 8320: loss 0.8984048366546631, loss_a 0.6468951106071472, loss_b 1.5642448663711548, lr 0.000575288988783123
iter 8330: loss 0.8016483187675476, loss_a 0.5313871502876282, loss_b 1.486100196838379, lr 0.0005752297724907172
iter 8340: loss 0.8173770904541016, loss_a 0.5677527785301208, loss_b 1.4483311176300049, lr 0.0005751704887425133
iter 8350: loss 0.8744701147079468, loss_a 0.6010090112686157, loss_b 1.6228783130645752, lr 0.0005751111375548185
iter 8360: loss 0.8134837746620178, loss_a 0.5936161875724792, loss_b 1.3165364265441895, lr 0.0005750517189439584
iter 8370: loss 0.8950890302658081, loss_a 0.6546700596809387, loss_b 1.4423173666000366, lr 0.0005749922329262777
iter 8380: loss 0.8955417275428772, loss_a 0.6087436676025391, loss_b 1.8009039163589478, lr 0.0005749326795181392
iter 8390: loss 0.8060954809188843, loss_a 0.5726045966148376, loss_b 1.3025949001312256, lr 0.0005748730587359244
iter 8400: loss 0.8267555236816406, loss_a 0.5500734448432922, loss_b 1.5372596979141235, lr 0.0005748133705960332
iter 8410: loss 0.877815842628479, loss_a 0.608992338180542, loss_b 1.597413420677185, lr 0.0005747536151148843
iter 8420: loss 0.8840283155441284, loss_a 0.6133100986480713, loss_b 1.5030688047409058, lr 0.0005746937923089145
iter 8430: loss 0.8326141834259033, loss_a 0.5962656736373901, loss_b 1.3969136476516724, lr 0.0005746339021945795
iter 8440: loss 0.8921670913696289, loss_a 0.6451706290245056, loss_b 1.4546908140182495, lr 0.0005745739447883534
iter 8450: loss 1.0029891729354858, loss_a 0.7384487986564636, loss_b 1.6736586093902588, lr 0.0005745139201067288
iter 8460: loss 0.8965380191802979, loss_a 0.6336522698402405, loss_b 1.6082240343093872, lr 0.0005744538281662168
iter 8470: loss 0.9186194539070129, loss_a 0.6430255174636841, loss_b 1.6063987016677856, lr 0.0005743936689833469
iter 8480: loss 0.7640021443367004, loss_a 0.5169451832771301, loss_b 1.3282865285873413, lr 0.0005743334425746673
iter 8490: loss 0.8259395360946655, loss_a 0.5922459363937378, loss_b 1.3726056814193726, lr 0.0005742731489567445
iter 8500: loss 0.863876461982727, loss_a 0.6147962808609009, loss_b 1.597561001777649, lr 0.0005742127881461638
iter 8510: loss 0.887718915939331, loss_a 0.6711942553520203, loss_b 1.3637350797653198, lr 0.0005741523601595286
iter 8520: loss 0.892314076423645, loss_a 0.6330047845840454, loss_b 1.5898796319961548, lr 0.0005740918650134607
iter 8530: loss 0.8288218379020691, loss_a 0.5853412747383118, loss_b 1.4046440124511719, lr 0.0005740313027246009
iter 8540: loss 0.9377843141555786, loss_a 0.6610948443412781, loss_b 1.6949101686477661, lr 0.0005739706733096083
iter 8550: loss 0.7895488142967224, loss_a 0.5571873188018799, loss_b 1.3905047178268433, lr 0.00057390997678516
iter 8560: loss 0.8864573836326599, loss_a 0.6104488968849182, loss_b 1.6029044389724731, lr 0.000573849213167952
iter 8570: loss 0.8457457423210144, loss_a 0.611724853515625, loss_b 1.4452463388442993, lr 0.0005737883824746988
iter 8580: loss 0.7880541086196899, loss_a 0.5421242713928223, loss_b 1.3340492248535156, lr 0.0005737274847221332
iter 8590: loss 0.824090838432312, loss_a 0.58272784948349, loss_b 1.4194800853729248, lr 0.0005736665199270063
iter 8600: loss 0.8043255805969238, loss_a 0.5693223476409912, loss_b 1.3407695293426514, lr 0.0005736054881060878
iter 8610: loss 0.8749444484710693, loss_a 0.6174454092979431, loss_b 1.4860607385635376, lr 0.000573544389276166
iter 8620: loss 0.9105669260025024, loss_a 0.6053791046142578, loss_b 1.8767234086990356, lr 0.0005734832234540475
iter 8630: loss 0.8218188881874084, loss_a 0.5873147249221802, loss_b 1.3464763164520264, lr 0.000573421990656557
iter 8640: loss 0.8183209896087646, loss_a 0.5883161425590515, loss_b 1.4008212089538574, lr 0.0005733606909005381
iter 8650: loss 0.9087295532226562, loss_a 0.6310353875160217, loss_b 1.7001792192459106, lr 0.0005732993242028527
iter 8660: loss 0.8844316005706787, loss_a 0.623765230178833, loss_b 1.4695433378219604, lr 0.000573237890580381
iter 8670: loss 0.873261034488678, loss_a 0.6184796094894409, loss_b 1.5090051889419556, lr 0.0005731763900500216
iter 8680: loss 0.8141412734985352, loss_a 0.5670976638793945, loss_b 1.4235433340072632, lr 0.0005731148226286915
iter 8690: loss 0.8079997301101685, loss_a 0.5713436007499695, loss_b 1.347750186920166, lr 0.0005730531883333263
iter 8700: loss 0.9154109954833984, loss_a 0.6390931010246277, loss_b 1.6862062215805054, lr 0.0005729914871808799
iter 8710: loss 0.8455528020858765, loss_a 0.5784246325492859, loss_b 1.5437153577804565, lr 0.0005729297191883243
iter 8720: loss 0.8635779619216919, loss_a 0.5740874409675598, loss_b 1.646924614906311, lr 0.0005728678843726504
iter 8730: loss 0.8463330864906311, loss_a 0.578080415725708, loss_b 1.5601050853729248, lr 0.0005728059827508671
iter 8740: loss 0.8134740591049194, loss_a 0.5729528665542603, loss_b 1.439326286315918, lr 0.0005727440143400019
iter 8750: loss 0.9395716786384583, loss_a 0.6478071212768555, loss_b 1.7388194799423218, lr 0.0005726819791571003
iter 8760: loss 0.8058596253395081, loss_a 0.5599483847618103, loss_b 1.4764655828475952, lr 0.0005726198772192266
iter 8770: loss 0.7703794240951538, loss_a 0.5249040722846985, loss_b 1.3721482753753662, lr 0.0005725577085434635
iter 8780: loss 0.8249102830886841, loss_a 0.561253011226654, loss_b 1.6001566648483276, lr 0.0005724954731469114
iter 8790: loss 0.8182390332221985, loss_a 0.5200661420822144, loss_b 1.5244379043579102, lr 0.0005724331710466898
iter 8800: loss 0.8719063997268677, loss_a 0.5984549522399902, loss_b 1.66428804397583, lr 0.0005723708022599362
iter 8810: loss 0.8795560002326965, loss_a 0.6061559915542603, loss_b 1.6603771448135376, lr 0.0005723083668038066
iter 8820: loss 0.7862011790275574, loss_a 0.5509411692619324, loss_b 1.3807584047317505, lr 0.0005722458646954749
iter 8830: loss 0.8806134462356567, loss_a 0.6052602529525757, loss_b 1.6253588199615479, lr 0.000572183295952134
iter 8840: loss 0.8305765390396118, loss_a 0.6007461547851562, loss_b 1.3965911865234375, lr 0.0005721206605909947
iter 8850: loss 0.9064571857452393, loss_a 0.6255049705505371, loss_b 1.73723566532135, lr 0.0005720579586292863
iter 8860: loss 0.8842485547065735, loss_a 0.6033843159675598, loss_b 1.6438997983932495, lr 0.0005719951900842562
iter 8870: loss 0.8130544424057007, loss_a 0.5630064010620117, loss_b 1.4360562562942505, lr 0.0005719323549731703
iter 8880: loss 0.8061462640762329, loss_a 0.56190425157547, loss_b 1.3929866552352905, lr 0.0005718694533133127
iter 8890: loss 0.846754789352417, loss_a 0.593818724155426, loss_b 1.441891074180603, lr 0.000571806485121986
iter 8900: loss 0.8121252059936523, loss_a 0.5711808204650879, loss_b 1.3681188821792603, lr 0.0005717434504165109
iter 8910: loss 0.8823791146278381, loss_a 0.6320392489433289, loss_b 1.5281652212142944, lr 0.0005716803492142265
iter 8920: loss 0.8221896290779114, loss_a 0.562480628490448, loss_b 1.5001341104507446, lr 0.0005716171815324903
iter 8930: loss 0.9251713752746582, loss_a 0.6206786036491394, loss_b 1.7764317989349365, lr 0.0005715539473886776
iter 8940: loss 0.8874219655990601, loss_a 0.6322110295295715, loss_b 1.505787968635559, lr 0.0005714906468001827
iter 8950: loss 0.9472223520278931, loss_a 0.650458037853241, loss_b 1.6315287351608276, lr 0.0005714272797844175
iter 8960: loss 0.7490618824958801, loss_a 0.513648509979248, loss_b 1.33272123336792, lr 0.0005713638463588126
iter 8970: loss 0.7826517224311829, loss_a 0.5684345960617065, loss_b 1.3029958009719849, lr 0.000571300346540817
iter 8980: loss 0.915733814239502, loss_a 0.6494550704956055, loss_b 1.615190863609314, lr 0.0005712367803478974
iter 8990: loss 0.8319092988967896, loss_a 0.6027805209159851, loss_b 1.3854440450668335, lr 0.0005711731477975391
iter 9000: loss 0.8245331645011902, loss_a 0.5524165630340576, loss_b 1.4999953508377075, lr 0.0005711094489072457
iter 9010: loss 0.9028686285018921, loss_a 0.6367518901824951, loss_b 1.577128291130066, lr 0.0005710456836945389
iter 9020: loss 0.8301563858985901, loss_a 0.5785931348800659, loss_b 1.461354374885559, lr 0.0005709818521769588
iter 9030: loss 0.904775857925415, loss_a 0.6459746956825256, loss_b 1.5684586763381958, lr 0.0005709179543720636
iter 9040: loss 0.821546733379364, loss_a 0.5883216261863708, loss_b 1.3848114013671875, lr 0.0005708539902974297
iter 9050: loss 0.8487672805786133, loss_a 0.6090031862258911, loss_b 1.391220211982727, lr 0.0005707899599706521
iter 9060: loss 0.8365152478218079, loss_a 0.5680264234542847, loss_b 1.532490611076355, lr 0.0005707258634093434
iter 9070: loss 0.8504499197006226, loss_a 0.5823557376861572, loss_b 1.554890751838684, lr 0.0005706617006311349
iter 9080: loss 0.8716690540313721, loss_a 0.5819714665412903, loss_b 1.7355515956878662, lr 0.000570597471653676
iter 9090: loss 0.8596736788749695, loss_a 0.590301513671875, loss_b 1.5954015254974365, lr 0.0005705331764946342
iter 9100: loss 0.8643427491188049, loss_a 0.603579044342041, loss_b 1.6239643096923828, lr 0.0005704688151716955
iter 9110: loss 0.8491607904434204, loss_a 0.6000500321388245, loss_b 1.4831901788711548, lr 0.0005704043877025636
iter 9120: loss 0.8341869711875916, loss_a 0.596691906452179, loss_b 1.3588346242904663, lr 0.0005703398941049609
iter 9130: loss 0.8484275341033936, loss_a 0.5770651698112488, loss_b 1.628129005432129, lr 0.0005702753343966275
iter 9140: loss 0.8777821063995361, loss_a 0.6289527416229248, loss_b 1.4474271535873413, lr 0.0005702107085953223
iter 9150: loss 0.897541880607605, loss_a 0.6325939297676086, loss_b 1.5408284664154053, lr 0.0005701460167188217
iter 9160: loss 0.8546988368034363, loss_a 0.58482825756073, loss_b 1.531629204750061, lr 0.000570081258784921
iter 9170: loss 0.8554000854492188, loss_a 0.5689997673034668, loss_b 1.5976923704147339, lr 0.0005700164348114329
iter 9180: loss 0.8374620676040649, loss_a 0.5871238708496094, loss_b 1.4280343055725098, lr 0.0005699515448161889
iter 9190: loss 0.8507399559020996, loss_a 0.5857509970664978, loss_b 1.5729222297668457, lr 0.0005698865888170381
iter 9200: loss 0.8273686766624451, loss_a 0.5575534105300903, loss_b 1.443278431892395, lr 0.0005698215668318486
iter 9210: loss 0.8400194048881531, loss_a 0.597267746925354, loss_b 1.448561191558838, lr 0.0005697564788785057
iter 9220: loss 0.7970761060714722, loss_a 0.563331127166748, loss_b 1.350844383239746, lr 0.0005696913249749133
iter 9230: loss 0.8608155250549316, loss_a 0.5795584917068481, loss_b 1.5712974071502686, lr 0.0005696261051389935
iter 9240: loss 0.8018328547477722, loss_a 0.5763030052185059, loss_b 1.3423612117767334, lr 0.0005695608193886863
iter 9250: loss 0.856971025466919, loss_a 0.6159899234771729, loss_b 1.5040318965911865, lr 0.0005694954677419503
iter 9260: loss 0.8332112431526184, loss_a 0.5850159525871277, loss_b 1.38596773147583, lr 0.0005694300502167615
iter 9270: loss 0.7658108472824097, loss_a 0.5178372859954834, loss_b 1.366375207901001, lr 0.0005693645668311146
iter 9280: loss 0.8445260524749756, loss_a 0.606370747089386, loss_b 1.4206311702728271, lr 0.0005692990176030222
iter 9290: loss 0.906957745552063, loss_a 0.619040846824646, loss_b 1.7192695140838623, lr 0.0005692334025505151
iter 9300: loss 0.9159641265869141, loss_a 0.625792920589447, loss_b 1.7161979675292969, lr 0.0005691677216916421
iter 9310: loss 0.8689966797828674, loss_a 0.5971497297286987, loss_b 1.5649768114089966, lr 0.0005691019750444702
iter 9320: loss 0.8468525409698486, loss_a 0.5912292003631592, loss_b 1.5526920557022095, lr 0.0005690361626270844
iter 9330: loss 0.8473005890846252, loss_a 0.5999470353126526, loss_b 1.4271008968353271, lr 0.0005689702844575878
iter 9340: loss 0.8375194668769836, loss_a 0.5865485668182373, loss_b 1.470069408416748, lr 0.0005689043405541018
iter 9350: loss 0.7942109107971191, loss_a 0.5322668552398682, loss_b 1.4409459829330444, lr 0.0005688383309347656
iter 9360: loss 0.836859941482544, loss_a 0.5743722915649414, loss_b 1.5065490007400513, lr 0.0005687722556177366
