number of parameters: 81.81M
iter 0: loss 8.815082550048828, loss_a 8.819798469543457, loss_b 8.804180145263672, lr 1.188118811881188e-05
iter 5440: loss 0.9160021543502808, loss_a 0.6233969926834106, loss_b 1.742977261543274, lr 0.0005998943930178061
iter 5450: loss 0.8367955088615417, loss_a 0.5946308374404907, loss_b 1.4025368690490723, lr 0.0005998939972157865
iter 5460: loss 0.8814229965209961, loss_a 0.5950402021408081, loss_b 1.6390042304992676, lr 0.0005998936006735904
iter 5470: loss 0.8118633031845093, loss_a 0.5598655939102173, loss_b 1.419569969177246, lr 0.000599893203391219
iter 5480: loss 0.9046794176101685, loss_a 0.6415235996246338, loss_b 1.5800400972366333, lr 0.0005998928053686734
iter 5490: loss 0.8477818369865417, loss_a 0.6064630150794983, loss_b 1.429735779762268, lr 0.0005998924066059546
iter 5500: loss 0.8163493275642395, loss_a 0.5799368023872375, loss_b 1.4130120277404785, lr 0.0005998920071030637
iter 5510: loss 0.8636791706085205, loss_a 0.590550422668457, loss_b 1.439685583114624, lr 0.000599891606860002
iter 5520: loss 0.8193580508232117, loss_a 0.5633760094642639, loss_b 1.4639577865600586, lr 0.0005998912058767702
iter 5530: loss 0.8905308246612549, loss_a 0.6063814759254456, loss_b 1.6186673641204834, lr 0.0005998908041533698
iter 5540: loss 0.8503798246383667, loss_a 0.597285270690918, loss_b 1.5221657752990723, lr 0.0005998904016898017
iter 5550: loss 0.8963058590888977, loss_a 0.6115407943725586, loss_b 1.7888281345367432, lr 0.0005998899984860671
iter 5560: loss 0.8616437315940857, loss_a 0.6041852235794067, loss_b 1.550606608390808, lr 0.0005998895945421668
iter 5570: loss 0.8757444620132446, loss_a 0.6219735145568848, loss_b 1.5194016695022583, lr 0.0005998891898581025
iter 5580: loss 0.8223224878311157, loss_a 0.565019965171814, loss_b 1.44437837600708, lr 0.0005998887844338748
iter 5590: loss 0.8239163756370544, loss_a 0.5843225717544556, loss_b 1.3851191997528076, lr 0.0005998883782694849
iter 5600: loss 0.9045886993408203, loss_a 0.5899038314819336, loss_b 1.6744214296340942, lr 0.000599887971364934
iter 5610: loss 0.850642204284668, loss_a 0.5542524456977844, loss_b 1.5307353734970093, lr 0.0005998875637202233
iter 5620: loss 0.8610923290252686, loss_a 0.5893777012825012, loss_b 1.6291470527648926, lr 0.0005998871553353537
iter 5630: loss 0.8712809085845947, loss_a 0.601341187953949, loss_b 1.5833982229232788, lr 0.0005998867462103265
iter 5640: loss 0.8603017330169678, loss_a 0.5934175848960876, loss_b 1.5632810592651367, lr 0.0005998863363451429
iter 5650: loss 0.9049769043922424, loss_a 0.6335829496383667, loss_b 1.5813647508621216, lr 0.0005998859257398037
iter 5660: loss 0.8725507855415344, loss_a 0.5895293354988098, loss_b 1.5909380912780762, lr 0.0005998855143943102
iter 5670: loss 0.8518593311309814, loss_a 0.5955514311790466, loss_b 1.479252576828003, lr 0.0005998851023086637
iter 5680: loss 0.8327127695083618, loss_a 0.5991960167884827, loss_b 1.42171311378479, lr 0.0005998846894828651
iter 5690: loss 0.9259026050567627, loss_a 0.6353583335876465, loss_b 1.7613849639892578, lr 0.0005998842759169156
iter 5700: loss 0.8765928149223328, loss_a 0.628464937210083, loss_b 1.4939806461334229, lr 0.0005998838616108164
iter 5710: loss 0.8462432622909546, loss_a 0.5934019684791565, loss_b 1.404712438583374, lr 0.0005998834465645685
iter 5720: loss 0.8869746923446655, loss_a 0.6454824209213257, loss_b 1.4993959665298462, lr 0.000599883030778173
iter 5730: loss 0.8305109739303589, loss_a 0.584484875202179, loss_b 1.354547381401062, lr 0.0005998826142516313
iter 5740: loss 0.7781789302825928, loss_a 0.5510077476501465, loss_b 1.2904479503631592, lr 0.0005998821969849443
iter 5750: loss 0.873053789138794, loss_a 0.5864698886871338, loss_b 1.6457796096801758, lr 0.0005998817789781134
iter 5760: loss 0.8584396839141846, loss_a 0.5934029817581177, loss_b 1.5364720821380615, lr 0.0005998813602311395
iter 5770: loss 0.8848145008087158, loss_a 0.6353634595870972, loss_b 1.5531731843948364, lr 0.0005998809407440238
iter 5780: loss 0.8526327610015869, loss_a 0.6032145023345947, loss_b 1.4706459045410156, lr 0.0005998805205167675
iter 5790: loss 0.8249350786209106, loss_a 0.5653672218322754, loss_b 1.4195927381515503, lr 0.0005998800995493718
iter 5800: loss 0.8566689491271973, loss_a 0.5665755867958069, loss_b 1.6835883855819702, lr 0.0005998796778418378
iter 5810: loss 0.8476990461349487, loss_a 0.5813559293746948, loss_b 1.5254851579666138, lr 0.0005998792553941665
iter 5820: loss 0.8003407716751099, loss_a 0.5640350580215454, loss_b 1.3381291627883911, lr 0.0005998788322063594
iter 5830: loss 0.8702049255371094, loss_a 0.6076189279556274, loss_b 1.5308399200439453, lr 0.0005998784082784172
iter 5840: loss 0.8806982040405273, loss_a 0.5949057340621948, loss_b 1.6483196020126343, lr 0.0005998779836103416
iter 5850: loss 0.835982084274292, loss_a 0.5662067532539368, loss_b 1.5486469268798828, lr 0.0005998775582021333
iter 5860: loss 0.8414067029953003, loss_a 0.6040809154510498, loss_b 1.3895257711410522, lr 0.0005998771320537939
iter 5870: loss 0.8389986753463745, loss_a 0.5726602673530579, loss_b 1.5317126512527466, lr 0.0005998767051653241
iter 5880: loss 0.859262228012085, loss_a 0.6074512004852295, loss_b 1.5096313953399658, lr 0.0005998762775367254
iter 5890: loss 0.8968452215194702, loss_a 0.6396240592002869, loss_b 1.554585337638855, lr 0.0005998758491679989
iter 5900: loss 0.8158332705497742, loss_a 0.5550942420959473, loss_b 1.4934685230255127, lr 0.0005998754200591457
iter 5910: loss 0.8752910494804382, loss_a 0.6252477169036865, loss_b 1.5103530883789062, lr 0.000599874990210167
iter 5920: loss 0.8022629022598267, loss_a 0.5678570866584778, loss_b 1.3662986755371094, lr 0.000599874559621064
iter 5930: loss 0.8595207929611206, loss_a 0.6056468486785889, loss_b 1.5167129039764404, lr 0.0005998741282918379
iter 5940: loss 0.8534045815467834, loss_a 0.5850332975387573, loss_b 1.5242609977722168, lr 0.0005998736962224899
iter 5950: loss 0.9296861886978149, loss_a 0.6662647724151611, loss_b 1.591033697128296, lr 0.0005998732634130212
iter 5960: loss 0.8446851968765259, loss_a 0.5990135073661804, loss_b 1.4196218252182007, lr 0.0005998728298634328
iter 5970: loss 0.839826226234436, loss_a 0.5900076031684875, loss_b 1.495945692062378, lr 0.0005998723955737261
iter 5980: loss 0.8702393174171448, loss_a 0.5978955626487732, loss_b 1.5804078578948975, lr 0.0005998719605439022
iter 5990: loss 0.8638299703598022, loss_a 0.5880701541900635, loss_b 1.5954389572143555, lr 0.0005998715247739624
iter 6000: loss 0.8377233743667603, loss_a 0.5770159959793091, loss_b 1.506395697593689, lr 0.0005998710882639078
iter 6010: loss 0.848848819732666, loss_a 0.5884257555007935, loss_b 1.5469276905059814, lr 0.0005998706510137395
iter 6020: loss 0.8647881746292114, loss_a 0.596403956413269, loss_b 1.5550278425216675, lr 0.0005998702130234589
iter 6030: loss 0.8723012208938599, loss_a 0.6081586480140686, loss_b 1.5269933938980103, lr 0.000599869774293067
iter 6040: loss 0.8566330671310425, loss_a 0.5959617495536804, loss_b 1.5678218603134155, lr 0.0005998693348225651
iter 6050: loss 0.7819423079490662, loss_a 0.5598732233047485, loss_b 1.2601677179336548, lr 0.0005998688946119546
iter 6060: loss 0.9082064628601074, loss_a 0.6292794346809387, loss_b 1.6049283742904663, lr 0.0005998684536612364
iter 6070: loss 0.8822108507156372, loss_a 0.641969621181488, loss_b 1.4769530296325684, lr 0.0005998680119704118
iter 6080: loss 0.9202053546905518, loss_a 0.6260814666748047, loss_b 1.747674584388733, lr 0.000599867569539482
iter 6090: loss 0.9110159873962402, loss_a 0.6309484243392944, loss_b 1.7038096189498901, lr 0.0005998671263684485
iter 6100: loss 0.8580384254455566, loss_a 0.6161351799964905, loss_b 1.5000205039978027, lr 0.000599866682457312
iter 6110: loss 0.8049712181091309, loss_a 0.5831171274185181, loss_b 1.3366116285324097, lr 0.0005998662378060742
iter 6120: loss 0.8816782832145691, loss_a 0.6057099103927612, loss_b 1.6051498651504517, lr 0.0005998657924147359
iter 6130: loss 0.8287084102630615, loss_a 0.5688065886497498, loss_b 1.4766483306884766, lr 0.0005998653462832987
iter 6140: loss 0.8880841135978699, loss_a 0.6179090738296509, loss_b 1.5638539791107178, lr 0.0005998648994117636
iter 6150: loss 0.9038643836975098, loss_a 0.6350157260894775, loss_b 1.5739086866378784, lr 0.0005998644518001318
iter 6160: loss 0.9020370244979858, loss_a 0.6136018633842468, loss_b 1.6426103115081787, lr 0.0005998640034484046
iter 6170: loss 0.8318079710006714, loss_a 0.5963687896728516, loss_b 1.457499623298645, lr 0.0005998635543565833
iter 6180: loss 0.8299230933189392, loss_a 0.5697627663612366, loss_b 1.4796713590621948, lr 0.0005998631045246692
iter 6190: loss 0.8446377515792847, loss_a 0.5679353475570679, loss_b 1.5500609874725342, lr 0.0005998626539526631
iter 6200: loss 0.8236005306243896, loss_a 0.575905442237854, loss_b 1.440003514289856, lr 0.0005998622026405668
iter 6210: loss 0.8259100914001465, loss_a 0.5397754311561584, loss_b 1.6267292499542236, lr 0.0005998617505883812
iter 6220: loss 0.8548957109451294, loss_a 0.5807342529296875, loss_b 1.6662492752075195, lr 0.0005998612977961075
iter 6230: loss 0.9121721982955933, loss_a 0.6351321339607239, loss_b 1.6380096673965454, lr 0.0005998608442637473
iter 6240: loss 0.8433514833450317, loss_a 0.564815878868103, loss_b 1.5888317823410034, lr 0.0005998603899913013
iter 6250: loss 0.880308210849762, loss_a 0.6067289113998413, loss_b 1.5592999458312988, lr 0.0005998599349787712
iter 6260: loss 0.819814145565033, loss_a 0.5647870898246765, loss_b 1.439287543296814, lr 0.000599859479226158
iter 6270: loss 0.8315920829772949, loss_a 0.5821584463119507, loss_b 1.4307301044464111, lr 0.0005998590227334631
iter 6280: loss 0.8296182751655579, loss_a 0.5723198056221008, loss_b 1.4889490604400635, lr 0.0005998585655006877
iter 6290: loss 0.8199863433837891, loss_a 0.5603797435760498, loss_b 1.4493744373321533, lr 0.0005998581075278331
iter 6300: loss 0.9002408981323242, loss_a 0.6289002299308777, loss_b 1.6051067113876343, lr 0.0005998576488149005
iter 6310: loss 0.8660341501235962, loss_a 0.6056879162788391, loss_b 1.5310622453689575, lr 0.0005998571893618912
iter 6320: loss 0.84413743019104, loss_a 0.5712618827819824, loss_b 1.5628982782363892, lr 0.0005998567291688062
iter 6330: loss 0.757915735244751, loss_a 0.5177554488182068, loss_b 1.2833526134490967, lr 0.0005998562682356472
iter 6340: loss 0.8834268450737, loss_a 0.6169290542602539, loss_b 1.6019939184188843, lr 0.0005998558065624152
iter 6350: loss 0.7914414405822754, loss_a 0.519195020198822, loss_b 1.5122900009155273, lr 0.0005998553441491115
iter 6360: loss 0.8870198726654053, loss_a 0.6582987308502197, loss_b 1.4585049152374268, lr 0.0005998548809957373
iter 6370: loss 0.8631287217140198, loss_a 0.5771557092666626, loss_b 1.6674134731292725, lr 0.0005998544171022941
iter 6380: loss 0.8888041973114014, loss_a 0.6056076884269714, loss_b 1.5392816066741943, lr 0.000599853952468783
iter 6390: loss 0.8688944578170776, loss_a 0.6252785921096802, loss_b 1.4525123834609985, lr 0.0005998534870952052
iter 6400: loss 0.8263199329376221, loss_a 0.596450686454773, loss_b 1.3524079322814941, lr 0.0005998530209815621
iter 6410: loss 0.83444744348526, loss_a 0.5886378288269043, loss_b 1.4590386152267456, lr 0.000599852554127855
iter 6420: loss 0.812763512134552, loss_a 0.5833300352096558, loss_b 1.340285062789917, lr 0.0005998520865340851
iter 6430: loss 0.8748624324798584, loss_a 0.6227462887763977, loss_b 1.5402655601501465, lr 0.0005998516182002538
iter 6440: loss 0.9261634349822998, loss_a 0.6376924514770508, loss_b 1.6667169332504272, lr 0.0005998511491263623
iter 6450: loss 0.8968883752822876, loss_a 0.6340441703796387, loss_b 1.5469088554382324, lr 0.0005998506793124117
iter 6460: loss 0.8387104272842407, loss_a 0.5771079063415527, loss_b 1.5065439939498901, lr 0.0005998502087584037
iter 6470: loss 0.7935361862182617, loss_a 0.5408063530921936, loss_b 1.433396339416504, lr 0.0005998497374643392
iter 6480: loss 0.8743337988853455, loss_a 0.5909413695335388, loss_b 1.5509542226791382, lr 0.0005998492654302196
iter 6490: loss 0.8719012141227722, loss_a 0.5921935439109802, loss_b 1.677505612373352, lr 0.0005998487926560465
iter 6500: loss 0.848967969417572, loss_a 0.5727797746658325, loss_b 1.6609288454055786, lr 0.0005998483191418209
iter 6510: loss 0.796368420124054, loss_a 0.5632405281066895, loss_b 1.3598133325576782, lr 0.000599847844887544
iter 6520: loss 0.8728337287902832, loss_a 0.5915069580078125, loss_b 1.5973461866378784, lr 0.0005998473698932174
iter 6530: loss 0.8317694067955017, loss_a 0.5525380969047546, loss_b 1.5462232828140259, lr 0.0005998468941588421
iter 6540: loss 0.8285713195800781, loss_a 0.5734430551528931, loss_b 1.460544228553772, lr 0.0005998464176844197
iter 6550: loss 0.7950659394264221, loss_a 0.576252818107605, loss_b 1.2971525192260742, lr 0.0005998459404699513
iter 6560: loss 0.8516554236412048, loss_a 0.5756986737251282, loss_b 1.6208387613296509, lr 0.0005998454625154383
iter 6570: loss 0.8235074281692505, loss_a 0.5613751411437988, loss_b 1.5141817331314087, lr 0.0005998449838208818
iter 6580: loss 0.894803524017334, loss_a 0.6012452244758606, loss_b 1.6360255479812622, lr 0.0005998445043862836
iter 6590: loss 0.8478171825408936, loss_a 0.5738949179649353, loss_b 1.6008840799331665, lr 0.0005998440242116445
iter 6600: loss 0.8561713099479675, loss_a 0.5865485072135925, loss_b 1.595340609550476, lr 0.0005998435432969662
iter 6610: loss 0.8871088624000549, loss_a 0.6017377376556396, loss_b 1.6463133096694946, lr 0.0005998430616422497
iter 6620: loss 0.8672284483909607, loss_a 0.6323779225349426, loss_b 1.3618168830871582, lr 0.0005998425792474965
iter 6630: loss 0.9081172943115234, loss_a 0.631541907787323, loss_b 1.6787829399108887, lr 0.0005998420961127078
iter 6640: loss 0.8243997097015381, loss_a 0.5723080635070801, loss_b 1.4569231271743774, lr 0.0005998416122378851
iter 6650: loss 0.7914218902587891, loss_a 0.5454795956611633, loss_b 1.4044685363769531, lr 0.0005998411276230297
iter 6660: loss 0.8607206344604492, loss_a 0.5931437611579895, loss_b 1.581082820892334, lr 0.0005998406422681429
iter 6670: loss 0.8504507541656494, loss_a 0.5919533967971802, loss_b 1.4912464618682861, lr 0.0005998401561732259
iter 6680: loss 0.8177566528320312, loss_a 0.5621870160102844, loss_b 1.5015596151351929, lr 0.0005998396693382801
iter 6690: loss 0.8868304491043091, loss_a 0.6107876896858215, loss_b 1.602061152458191, lr 0.000599839181763307
iter 6700: loss 0.8447463512420654, loss_a 0.5640904307365417, loss_b 1.5862681865692139, lr 0.0005998386934483078
iter 6710: loss 0.8303377628326416, loss_a 0.5563343167304993, loss_b 1.5553935766220093, lr 0.0005998382043932837
iter 6720: loss 0.8350130915641785, loss_a 0.5809593200683594, loss_b 1.4743735790252686, lr 0.0005998377145982363
iter 6730: loss 0.8973400592803955, loss_a 0.59853196144104, loss_b 1.74680757522583, lr 0.0005998372240631667
iter 6740: loss 0.859205961227417, loss_a 0.6030094623565674, loss_b 1.4853981733322144, lr 0.0005998367327880766
iter 6750: loss 0.8722877502441406, loss_a 0.5884885191917419, loss_b 1.6634547710418701, lr 0.0005998362407729669
iter 6760: loss 0.8705378770828247, loss_a 0.5850750803947449, loss_b 1.684386968612671, lr 0.0005998357480178392
iter 6770: loss 0.8464882373809814, loss_a 0.5765330195426941, loss_b 1.5364781618118286, lr 0.000599835254522695
iter 6780: loss 0.8304622173309326, loss_a 0.5572780966758728, loss_b 1.5463067293167114, lr 0.0005998347602875353
iter 6790: loss 0.8424569964408875, loss_a 0.5828942060470581, loss_b 1.51021146774292, lr 0.0005998342653123619
iter 6800: loss 0.8766441345214844, loss_a 0.6000204682350159, loss_b 1.648655891418457, lr 0.0005998337695971756
iter 6810: loss 0.8649614453315735, loss_a 0.5992541909217834, loss_b 1.5180695056915283, lr 0.0005998332731419781
iter 6820: loss 0.8463859558105469, loss_a 0.5792680382728577, loss_b 1.5463346242904663, lr 0.0005998327759467708
iter 6830: loss 0.8202967643737793, loss_a 0.5659081339836121, loss_b 1.4113246202468872, lr 0.000599832278011555
iter 6840: loss 0.820641815662384, loss_a 0.5799376368522644, loss_b 1.4108893871307373, lr 0.0005998317793363319
iter 6850: loss 0.8461576104164124, loss_a 0.605674147605896, loss_b 1.443900227546692, lr 0.0005998312799211031
iter 6860: loss 0.8139264583587646, loss_a 0.54456627368927, loss_b 1.4914013147354126, lr 0.0005998307797658699
iter 6870: loss 0.8229312300682068, loss_a 0.5624337792396545, loss_b 1.5562608242034912, lr 0.0005998302788706336
iter 6880: loss 0.8252457976341248, loss_a 0.5821633338928223, loss_b 1.444771647453308, lr 0.0005998297772353956
iter 6890: loss 0.8537336587905884, loss_a 0.5777382850646973, loss_b 1.638845443725586, lr 0.0005998292748601574
iter 6900: loss 0.8969659805297852, loss_a 0.6129297018051147, loss_b 1.6764997243881226, lr 0.0005998287717449203
iter 6910: loss 0.8022336959838867, loss_a 0.5359570384025574, loss_b 1.4933141469955444, lr 0.0005998282678896855
iter 6920: loss 0.8073768615722656, loss_a 0.5579092502593994, loss_b 1.4067726135253906, lr 0.0005998277632944546
iter 6930: loss 0.8353538513183594, loss_a 0.557703971862793, loss_b 1.5741304159164429, lr 0.0005998272579592289
iter 6940: loss 0.8961083292961121, loss_a 0.6229845285415649, loss_b 1.6112486124038696, lr 0.0005998267518840098
iter 6950: loss 0.8274778127670288, loss_a 0.5616347789764404, loss_b 1.5563982725143433, lr 0.0005998262450687988
iter 6960: loss 0.8346630334854126, loss_a 0.5717804431915283, loss_b 1.4332802295684814, lr 0.0005998257375135971
iter 6970: loss 0.8182523250579834, loss_a 0.5722232460975647, loss_b 1.3995921611785889, lr 0.0005998252292184062
iter 6980: loss 0.838508665561676, loss_a 0.5676606893539429, loss_b 1.5237252712249756, lr 0.0005998247201832275
iter 6990: loss 0.8192758560180664, loss_a 0.5536990165710449, loss_b 1.519883394241333, lr 0.0005998242104080624
iter 7000: loss 0.8347299695014954, loss_a 0.6004474759101868, loss_b 1.3542739152908325, lr 0.0005998236998929122
iter 7010: loss 0.8388290405273438, loss_a 0.6108492612838745, loss_b 1.3506433963775635, lr 0.0005998231886377783
iter 7020: loss 0.874329686164856, loss_a 0.6185117959976196, loss_b 1.5073508024215698, lr 0.0005998226766426623
iter 7030: loss 0.9133435487747192, loss_a 0.6257131695747375, loss_b 1.724334716796875, lr 0.0005998221639075653
iter 7040: loss 0.9422709941864014, loss_a 0.6615262031555176, loss_b 1.6985507011413574, lr 0.0005998216504324891
iter 7050: loss 0.8038527965545654, loss_a 0.5605061650276184, loss_b 1.3547273874282837, lr 0.0005998211362174347
iter 7060: loss 0.8996183276176453, loss_a 0.6253664493560791, loss_b 1.6174932718276978, lr 0.0005998206212624039
iter 7070: loss 0.934567928314209, loss_a 0.6673151850700378, loss_b 1.5973637104034424, lr 0.0005998201055673977
iter 7080: loss 0.8333661556243896, loss_a 0.572869062423706, loss_b 1.5304601192474365, lr 0.0005998195891324179
iter 7090: loss 0.8296951651573181, loss_a 0.5721356272697449, loss_b 1.4101568460464478, lr 0.0005998190719574656
iter 7100: loss 0.8763515949249268, loss_a 0.5948567986488342, loss_b 1.6653012037277222, lr 0.0005998185540425424
iter 7110: loss 0.8214675784111023, loss_a 0.5690141916275024, loss_b 1.384429931640625, lr 0.0005998180353876497
iter 7120: loss 0.8268847465515137, loss_a 0.5672776699066162, loss_b 1.5242811441421509, lr 0.000599817515992789
iter 7130: loss 0.7959806323051453, loss_a 0.5454981923103333, loss_b 1.3802189826965332, lr 0.0005998169958579614
iter 7140: loss 0.7839529514312744, loss_a 0.5295197367668152, loss_b 1.3903628587722778, lr 0.0005998164749831687
iter 7150: loss 0.8340926170349121, loss_a 0.6025246977806091, loss_b 1.377682089805603, lr 0.0005998159533684122
iter 7160: loss 0.8803965449333191, loss_a 0.6033949851989746, loss_b 1.5530486106872559, lr 0.0005998154310136931
iter 7170: loss 0.8677549362182617, loss_a 0.5935196280479431, loss_b 1.5627940893173218, lr 0.0005998149079190132
iter 7180: loss 0.8906975984573364, loss_a 0.6128786206245422, loss_b 1.6231517791748047, lr 0.000599814384084374
iter 7190: loss 0.905021071434021, loss_a 0.610809862613678, loss_b 1.7487596273422241, lr 0.0005998138595097763
iter 7200: loss 0.838594377040863, loss_a 0.5581201314926147, loss_b 1.5921639204025269, lr 0.0005998133341952221
iter 7210: loss 0.8478994965553284, loss_a 0.5627396106719971, loss_b 1.605959415435791, lr 0.0005998128081407128
iter 7220: loss 0.9228647947311401, loss_a 0.6459422707557678, loss_b 1.674296498298645, lr 0.0005998122813462497
iter 7230: loss 0.8359590172767639, loss_a 0.5651037693023682, loss_b 1.585966944694519, lr 0.0005998117538118342
iter 7240: loss 0.8703509569168091, loss_a 0.5730928778648376, loss_b 1.7112740278244019, lr 0.0005998112255374679
iter 7250: loss 0.9031776189804077, loss_a 0.6120976805686951, loss_b 1.7327775955200195, lr 0.0005998106965231523
iter 7260: loss 0.796563982963562, loss_a 0.5340338945388794, loss_b 1.4244784116744995, lr 0.0005998101667688885
iter 7270: loss 0.8704372048377991, loss_a 0.6244547367095947, loss_b 1.5280816555023193, lr 0.0005998096362746783
iter 7280: loss 0.8691214323043823, loss_a 0.6066972613334656, loss_b 1.5431143045425415, lr 0.000599809105040523
iter 7290: loss 0.8255806565284729, loss_a 0.5498130917549133, loss_b 1.5219866037368774, lr 0.000599808573066424
iter 7300: loss 0.8622235655784607, loss_a 0.5831828713417053, loss_b 1.5599594116210938, lr 0.0005998080403523831
iter 7310: loss 0.8192600011825562, loss_a 0.5849681496620178, loss_b 1.3579521179199219, lr 0.0005998075068984012
iter 7320: loss 0.8174982070922852, loss_a 0.5684961080551147, loss_b 1.4392859935760498, lr 0.0005998069727044804
iter 7330: loss 0.8240907192230225, loss_a 0.5457298159599304, loss_b 1.4988466501235962, lr 0.0005998064377706215
iter 7340: loss 0.8743142485618591, loss_a 0.583576500415802, loss_b 1.749801754951477, lr 0.0005998059020968266
iter 7350: loss 0.8084471821784973, loss_a 0.5712700486183167, loss_b 1.3389331102371216, lr 0.0005998053656830968
iter 7360: loss 0.8256627321243286, loss_a 0.5729219913482666, loss_b 1.4267165660858154, lr 0.0005998048285294335
iter 7370: loss 0.8680301308631897, loss_a 0.5953774452209473, loss_b 1.5277801752090454, lr 0.0005998042906358385
iter 7380: loss 0.8157985806465149, loss_a 0.5616323351860046, loss_b 1.4756489992141724, lr 0.0005998037520023131
iter 7390: loss 0.8352727293968201, loss_a 0.5575717687606812, loss_b 1.5938664674758911, lr 0.0005998032126288586
iter 7400: loss 0.7871347665786743, loss_a 0.5372640490531921, loss_b 1.419376254081726, lr 0.0005998026725154768
iter 7410: loss 0.8122905492782593, loss_a 0.5814612507820129, loss_b 1.3501415252685547, lr 0.000599802131662169
iter 7420: loss 0.8430902361869812, loss_a 0.5910017490386963, loss_b 1.4695842266082764, lr 0.0005998015900689367
iter 7430: loss 0.7897782325744629, loss_a 0.5243056416511536, loss_b 1.456475019454956, lr 0.0005998010477357813
iter 7440: loss 0.7974801063537598, loss_a 0.5647385120391846, loss_b 1.3395506143569946, lr 0.0005998005046627046
iter 7450: loss 0.8249090313911438, loss_a 0.5821965336799622, loss_b 1.4358195066452026, lr 0.0005997999608497077
iter 7460: loss 0.8661713600158691, loss_a 0.6089718341827393, loss_b 1.5951541662216187, lr 0.0005997994162967923
iter 7470: loss 0.7938297986984253, loss_a 0.5316082835197449, loss_b 1.4289946556091309, lr 0.00059979887100396
iter 7480: loss 0.8595168590545654, loss_a 0.5990059971809387, loss_b 1.5096546411514282, lr 0.000599798324971212
iter 7490: loss 0.8629900217056274, loss_a 0.5818707346916199, loss_b 1.5821659564971924, lr 0.00059979777819855
iter 7500: loss 0.8475250005722046, loss_a 0.5897490978240967, loss_b 1.514817476272583, lr 0.0005997972306859754
iter 7510: loss 0.890007734298706, loss_a 0.618950605392456, loss_b 1.5782334804534912, lr 0.0005997966824334899
iter 7520: loss 0.819713830947876, loss_a 0.5563007593154907, loss_b 1.4749385118484497, lr 0.0005997961334410948
iter 7530: loss 0.7986810207366943, loss_a 0.5410424470901489, loss_b 1.4497939348220825, lr 0.0005997955837087917
iter 7540: loss 0.8004919290542603, loss_a 0.55379718542099, loss_b 1.356627106666565, lr 0.000599795033236582
iter 7550: loss 0.883389949798584, loss_a 0.6015716791152954, loss_b 1.736743450164795, lr 0.0005997944820244673
iter 7560: loss 0.8691082000732422, loss_a 0.5968413352966309, loss_b 1.5946757793426514, lr 0.000599793930072449
iter 7570: loss 0.8590898513793945, loss_a 0.5867220163345337, loss_b 1.5793756246566772, lr 0.0005997933773805289
iter 7580: loss 0.7874687910079956, loss_a 0.5256008505821228, loss_b 1.4554760456085205, lr 0.0005997928239487082
iter 7590: loss 0.8737205862998962, loss_a 0.6171190142631531, loss_b 1.4919830560684204, lr 0.0005997922697769887
iter 7600: loss 0.820358157157898, loss_a 0.5611690282821655, loss_b 1.4705930948257446, lr 0.0005997917148653716
iter 7610: loss 0.8574541807174683, loss_a 0.5885783433914185, loss_b 1.4916661977767944, lr 0.0005997911592138586
iter 7620: loss 0.8577573299407959, loss_a 0.593027651309967, loss_b 1.5784485340118408, lr 0.0005997906028224512
iter 7630: loss 0.8156086206436157, loss_a 0.5557203888893127, loss_b 1.4571723937988281, lr 0.0005997900456911511
iter 7640: loss 0.831517219543457, loss_a 0.5442297458648682, loss_b 1.634804129600525, lr 0.0005997894878199594
iter 7650: loss 0.8463003039360046, loss_a 0.5757502913475037, loss_b 1.5034797191619873, lr 0.0005997889292088781
iter 7660: loss 0.8228921890258789, loss_a 0.5588003993034363, loss_b 1.4960644245147705, lr 0.0005997883698579084
iter 7670: loss 0.8787670135498047, loss_a 0.6064341068267822, loss_b 1.5625903606414795, lr 0.000599787809767052
iter 7680: loss 0.8470019102096558, loss_a 0.5959240198135376, loss_b 1.5252494812011719, lr 0.0005997872489363104
iter 7690: loss 0.7500777244567871, loss_a 0.5214698910713196, loss_b 1.2735804319381714, lr 0.0005997866873656851
iter 7700: loss 0.8560702800750732, loss_a 0.5869410037994385, loss_b 1.5910199880599976, lr 0.0005997861250551777
iter 7710: loss 0.8486811518669128, loss_a 0.5926687121391296, loss_b 1.5530598163604736, lr 0.0005997855620047897
iter 7720: loss 0.8224319815635681, loss_a 0.5595393776893616, loss_b 1.5497078895568848, lr 0.0005997849982145227
iter 7730: loss 0.8241047263145447, loss_a 0.5767574310302734, loss_b 1.438449740409851, lr 0.0005997844336843782
iter 7740: loss 0.8478738069534302, loss_a 0.5699308514595032, loss_b 1.547459602355957, lr 0.0005997838684143578
iter 7750: loss 0.8017881512641907, loss_a 0.5481032133102417, loss_b 1.4000811576843262, lr 0.0005997833024044629
iter 7760: loss 0.862934947013855, loss_a 0.5817269682884216, loss_b 1.6497174501419067, lr 0.0005997827356546952
iter 7770: loss 0.7934908866882324, loss_a 0.5580524206161499, loss_b 1.348994493484497, lr 0.0005997821681650562
iter 7780: loss 0.7998740673065186, loss_a 0.5346259474754333, loss_b 1.480913519859314, lr 0.0005997815999355474
iter 7790: loss 0.7957077026367188, loss_a 0.5281011462211609, loss_b 1.5047054290771484, lr 0.0005997810309661706
iter 7800: loss 0.8481347560882568, loss_a 0.5739386081695557, loss_b 1.600662350654602, lr 0.0005997804612569271
iter 7810: loss 0.7957525849342346, loss_a 0.5573415160179138, loss_b 1.4053014516830444, lr 0.0005997798908078185
