number of parameters: 81.81M
iter 0: loss 8.7932710647583, loss_a 8.820866584777832, loss_b 8.717525482177734, lr 1.188118811881188e-05
iter 5950: loss 0.850365161895752, loss_a 0.5780428051948547, loss_b 1.5679985284805298, lr 0.0005998732634130212
iter 5960: loss 0.8800389766693115, loss_a 0.6133612394332886, loss_b 1.6344523429870605, lr 0.0005998728298634328
iter 5970: loss 0.8495950102806091, loss_a 0.5784834027290344, loss_b 1.508041501045227, lr 0.0005998723955737261
iter 5980: loss 0.8364245891571045, loss_a 0.6000600457191467, loss_b 1.441288948059082, lr 0.0005998719605439022
iter 5990: loss 0.8794696927070618, loss_a 0.6029254794120789, loss_b 1.6431964635849, lr 0.0005998715247739624
iter 6000: loss 0.8046375513076782, loss_a 0.5524803996086121, loss_b 1.4105846881866455, lr 0.0005998710882639078
iter 6010: loss 0.9072547554969788, loss_a 0.6163277626037598, loss_b 1.7059489488601685, lr 0.0005998706510137395
iter 6020: loss 0.8231403231620789, loss_a 0.5783597230911255, loss_b 1.4542028903961182, lr 0.0005998702130234589
iter 6030: loss 0.8494845628738403, loss_a 0.5899259448051453, loss_b 1.5039736032485962, lr 0.000599869774293067
iter 6040: loss 0.843442440032959, loss_a 0.6109775900840759, loss_b 1.4104537963867188, lr 0.0005998693348225651
iter 6050: loss 0.8222087621688843, loss_a 0.5578405857086182, loss_b 1.4662737846374512, lr 0.0005998688946119546
iter 6060: loss 0.8402280211448669, loss_a 0.5696430802345276, loss_b 1.5689136981964111, lr 0.0005998684536612364
iter 6070: loss 0.8147090077400208, loss_a 0.5507023930549622, loss_b 1.4628669023513794, lr 0.0005998680119704118
iter 6080: loss 0.905814528465271, loss_a 0.6204649806022644, loss_b 1.6807135343551636, lr 0.000599867569539482
iter 6090: loss 0.8782283067703247, loss_a 0.5977641344070435, loss_b 1.6403334140777588, lr 0.0005998671263684485
iter 6100: loss 0.8488276600837708, loss_a 0.587199330329895, loss_b 1.475689172744751, lr 0.000599866682457312
iter 6110: loss 0.8052374124526978, loss_a 0.564841091632843, loss_b 1.3898630142211914, lr 0.0005998662378060742
iter 6120: loss 0.8035975098609924, loss_a 0.5422453284263611, loss_b 1.438247561454773, lr 0.0005998657924147359
iter 6130: loss 0.8064061999320984, loss_a 0.5495591163635254, loss_b 1.477800726890564, lr 0.0005998653462832987
iter 6140: loss 0.8839426636695862, loss_a 0.6166110634803772, loss_b 1.5847722291946411, lr 0.0005998648994117636
iter 6150: loss 0.8814859986305237, loss_a 0.6125515699386597, loss_b 1.586625099182129, lr 0.0005998644518001318
iter 6160: loss 0.8093063831329346, loss_a 0.5525861978530884, loss_b 1.4451279640197754, lr 0.0005998640034484046
iter 6170: loss 0.8504108190536499, loss_a 0.5683579444885254, loss_b 1.5311987400054932, lr 0.0005998635543565833
iter 6180: loss 0.8455732464790344, loss_a 0.5885738730430603, loss_b 1.5163426399230957, lr 0.0005998631045246692
iter 6190: loss 0.8640415668487549, loss_a 0.6067883968353271, loss_b 1.5427945852279663, lr 0.0005998626539526631
iter 6200: loss 0.8704402446746826, loss_a 0.58449786901474, loss_b 1.599310040473938, lr 0.0005998622026405668
iter 6210: loss 0.9019306898117065, loss_a 0.6457928419113159, loss_b 1.4780312776565552, lr 0.0005998617505883812
iter 6220: loss 0.8010777831077576, loss_a 0.5516527891159058, loss_b 1.424760103225708, lr 0.0005998612977961075
iter 6230: loss 0.8467131853103638, loss_a 0.6008619070053101, loss_b 1.424842119216919, lr 0.0005998608442637473
iter 6240: loss 0.8281408548355103, loss_a 0.5498225092887878, loss_b 1.5522336959838867, lr 0.0005998603899913013
iter 6250: loss 0.7991324663162231, loss_a 0.5404011011123657, loss_b 1.452614426612854, lr 0.0005998599349787712
iter 6260: loss 0.8313025236129761, loss_a 0.57643061876297, loss_b 1.4545339345932007, lr 0.000599859479226158
iter 6270: loss 0.816872775554657, loss_a 0.5819322466850281, loss_b 1.406274437904358, lr 0.0005998590227334631
iter 6280: loss 0.8353614211082458, loss_a 0.572561502456665, loss_b 1.5189762115478516, lr 0.0005998585655006877
iter 6290: loss 0.8585240840911865, loss_a 0.5944109559059143, loss_b 1.5016820430755615, lr 0.0005998581075278331
iter 6300: loss 0.8309420943260193, loss_a 0.5930416584014893, loss_b 1.430189847946167, lr 0.0005998576488149005
iter 6310: loss 0.82772296667099, loss_a 0.5798422694206238, loss_b 1.407660722732544, lr 0.0005998571893618912
iter 6320: loss 0.9042370319366455, loss_a 0.6234232783317566, loss_b 1.5362910032272339, lr 0.0005998567291688062
iter 6330: loss 0.8109170198440552, loss_a 0.5821498036384583, loss_b 1.3863816261291504, lr 0.0005998562682356472
iter 6340: loss 0.8510043621063232, loss_a 0.570244312286377, loss_b 1.6267380714416504, lr 0.0005998558065624152
iter 6350: loss 0.8413481712341309, loss_a 0.6099685430526733, loss_b 1.3784511089324951, lr 0.0005998553441491115
iter 6360: loss 0.8331971168518066, loss_a 0.5756609439849854, loss_b 1.4673501253128052, lr 0.0005998548809957373
iter 6370: loss 0.8320727348327637, loss_a 0.5641142725944519, loss_b 1.513866901397705, lr 0.0005998544171022941
iter 6380: loss 0.8507820963859558, loss_a 0.5823685526847839, loss_b 1.5761959552764893, lr 0.000599853952468783
iter 6390: loss 0.8300892114639282, loss_a 0.5760230422019958, loss_b 1.4820235967636108, lr 0.0005998534870952052
iter 6400: loss 0.7840738296508789, loss_a 0.5506565570831299, loss_b 1.329538106918335, lr 0.0005998530209815621
iter 6410: loss 0.8306732177734375, loss_a 0.5767250061035156, loss_b 1.4782824516296387, lr 0.000599852554127855
iter 6420: loss 0.874739408493042, loss_a 0.6139044165611267, loss_b 1.6294747591018677, lr 0.0005998520865340851
iter 6430: loss 0.8220459222793579, loss_a 0.5809617638587952, loss_b 1.4076513051986694, lr 0.0005998516182002538
iter 6440: loss 0.8724938035011292, loss_a 0.646698534488678, loss_b 1.4670621156692505, lr 0.0005998511491263623
iter 6450: loss 0.8058595657348633, loss_a 0.5411627888679504, loss_b 1.5331100225448608, lr 0.0005998506793124117
iter 6460: loss 0.8503372669219971, loss_a 0.599507749080658, loss_b 1.51662278175354, lr 0.0005998502087584037
iter 6470: loss 0.8425202369689941, loss_a 0.5548258423805237, loss_b 1.6176408529281616, lr 0.0005998497374643392
iter 6480: loss 0.8422285318374634, loss_a 0.5937016010284424, loss_b 1.4208120107650757, lr 0.0005998492654302196
iter 6490: loss 0.7919571399688721, loss_a 0.5392492413520813, loss_b 1.4050723314285278, lr 0.0005998487926560465
iter 6500: loss 0.8526874780654907, loss_a 0.5790129899978638, loss_b 1.5645899772644043, lr 0.0005998483191418209
iter 6510: loss 0.8254866003990173, loss_a 0.5665363073348999, loss_b 1.5088222026824951, lr 0.000599847844887544
iter 6520: loss 0.8112730979919434, loss_a 0.55339515209198, loss_b 1.460257649421692, lr 0.0005998473698932174
iter 6530: loss 0.8511473536491394, loss_a 0.5745132565498352, loss_b 1.6161985397338867, lr 0.0005998468941588421
iter 6540: loss 0.8708009719848633, loss_a 0.6071200370788574, loss_b 1.5435346364974976, lr 0.0005998464176844197
iter 6550: loss 0.8572620153427124, loss_a 0.6179950833320618, loss_b 1.47786545753479, lr 0.0005998459404699513
iter 6560: loss 0.7683374881744385, loss_a 0.5314574241638184, loss_b 1.3231837749481201, lr 0.0005998454625154383
iter 6570: loss 0.8772777318954468, loss_a 0.6002576351165771, loss_b 1.636489987373352, lr 0.0005998449838208818
iter 6580: loss 0.8122637271881104, loss_a 0.5666018128395081, loss_b 1.4601359367370605, lr 0.0005998445043862836
iter 6590: loss 0.807906448841095, loss_a 0.5603276491165161, loss_b 1.4456028938293457, lr 0.0005998440242116445
iter 6600: loss 0.7845289707183838, loss_a 0.5541305541992188, loss_b 1.330448865890503, lr 0.0005998435432969662
iter 6610: loss 0.8163715600967407, loss_a 0.5614908337593079, loss_b 1.470198392868042, lr 0.0005998430616422497
iter 6620: loss 0.774420440196991, loss_a 0.5401706099510193, loss_b 1.322786569595337, lr 0.0005998425792474965
iter 6630: loss 0.883225679397583, loss_a 0.586027204990387, loss_b 1.575420618057251, lr 0.0005998420961127078
iter 6640: loss 0.8663020133972168, loss_a 0.6090903878211975, loss_b 1.489331603050232, lr 0.0005998416122378851
iter 6650: loss 0.8437837362289429, loss_a 0.570503294467926, loss_b 1.6216659545898438, lr 0.0005998411276230297
iter 6660: loss 0.8127853870391846, loss_a 0.5616872906684875, loss_b 1.4594488143920898, lr 0.0005998406422681429
iter 6670: loss 0.8769193887710571, loss_a 0.6235508322715759, loss_b 1.5057505369186401, lr 0.0005998401561732259
iter 6680: loss 0.87274569272995, loss_a 0.5935646295547485, loss_b 1.6996225118637085, lr 0.0005998396693382801
iter 6690: loss 0.8251484632492065, loss_a 0.55942702293396, loss_b 1.5302330255508423, lr 0.000599839181763307
iter 6700: loss 0.8390448093414307, loss_a 0.5891883373260498, loss_b 1.4292556047439575, lr 0.0005998386934483078
iter 6710: loss 0.8177042603492737, loss_a 0.584297776222229, loss_b 1.3649718761444092, lr 0.0005998382043932837
iter 6720: loss 0.841517448425293, loss_a 0.5694695115089417, loss_b 1.5443675518035889, lr 0.0005998377145982363
iter 6730: loss 0.8366611003875732, loss_a 0.5556849837303162, loss_b 1.6121423244476318, lr 0.0005998372240631667
iter 6740: loss 0.9019998908042908, loss_a 0.6414543986320496, loss_b 1.5823355913162231, lr 0.0005998367327880766
iter 6750: loss 0.8610881567001343, loss_a 0.5809224843978882, loss_b 1.6030187606811523, lr 0.0005998362407729669
iter 6760: loss 0.8381277322769165, loss_a 0.5638365149497986, loss_b 1.488715410232544, lr 0.0005998357480178392
iter 6770: loss 0.8454105854034424, loss_a 0.6017053723335266, loss_b 1.4698143005371094, lr 0.000599835254522695
iter 6780: loss 0.8623897433280945, loss_a 0.5728413462638855, loss_b 1.6992714405059814, lr 0.0005998347602875353
iter 6790: loss 0.8260889053344727, loss_a 0.5624620914459229, loss_b 1.5376849174499512, lr 0.0005998342653123619
iter 6800: loss 0.8656514883041382, loss_a 0.5932883620262146, loss_b 1.5576096773147583, lr 0.0005998337695971756
iter 6810: loss 0.796410322189331, loss_a 0.5887042880058289, loss_b 1.2920328378677368, lr 0.0005998332731419781
iter 6820: loss 0.8387916684150696, loss_a 0.5688153505325317, loss_b 1.6103250980377197, lr 0.0005998327759467708
iter 6830: loss 0.8293405771255493, loss_a 0.5788630247116089, loss_b 1.4798123836517334, lr 0.000599832278011555
iter 6840: loss 0.7813127040863037, loss_a 0.5452045202255249, loss_b 1.3225371837615967, lr 0.0005998317793363319
iter 6850: loss 0.7921210527420044, loss_a 0.5545777082443237, loss_b 1.3781754970550537, lr 0.0005998312799211031
iter 6860: loss 0.8578559160232544, loss_a 0.6029610633850098, loss_b 1.5532845258712769, lr 0.0005998307797658699
iter 6870: loss 0.8341752290725708, loss_a 0.5791618824005127, loss_b 1.4402787685394287, lr 0.0005998302788706336
iter 6880: loss 0.8628559112548828, loss_a 0.5758087038993835, loss_b 1.7120692729949951, lr 0.0005998297772353956
iter 6890: loss 0.8738926649093628, loss_a 0.607951283454895, loss_b 1.5576425790786743, lr 0.0005998292748601574
iter 6900: loss 0.8499841094017029, loss_a 0.5803217887878418, loss_b 1.5112419128417969, lr 0.0005998287717449203
iter 6910: loss 0.8686691522598267, loss_a 0.5745939016342163, loss_b 1.730020523071289, lr 0.0005998282678896855
iter 6920: loss 0.8115291595458984, loss_a 0.5475685596466064, loss_b 1.5302386283874512, lr 0.0005998277632944546
iter 6930: loss 0.7603495121002197, loss_a 0.5177111029624939, loss_b 1.3185547590255737, lr 0.0005998272579592289
iter 6940: loss 0.8334130048751831, loss_a 0.5497846007347107, loss_b 1.658581256866455, lr 0.0005998267518840098
iter 6950: loss 0.865058958530426, loss_a 0.5919166207313538, loss_b 1.6172720193862915, lr 0.0005998262450687988
iter 6960: loss 0.817394495010376, loss_a 0.5427970290184021, loss_b 1.5753891468048096, lr 0.0005998257375135971
iter 6970: loss 0.7980884909629822, loss_a 0.5361296534538269, loss_b 1.4714971780776978, lr 0.0005998252292184062
iter 6980: loss 0.8316950798034668, loss_a 0.554406464099884, loss_b 1.5755565166473389, lr 0.0005998247201832275
iter 6990: loss 0.8606387972831726, loss_a 0.5926197171211243, loss_b 1.5922154188156128, lr 0.0005998242104080624
iter 7000: loss 0.7560377717018127, loss_a 0.5288313031196594, loss_b 1.255820870399475, lr 0.0005998236998929122
iter 7010: loss 0.8418975472450256, loss_a 0.5807592272758484, loss_b 1.4469380378723145, lr 0.0005998231886377783
iter 7020: loss 0.8386716842651367, loss_a 0.5841489434242249, loss_b 1.5143518447875977, lr 0.0005998226766426623
iter 7030: loss 0.8311004638671875, loss_a 0.576988697052002, loss_b 1.4682155847549438, lr 0.0005998221639075653
iter 7040: loss 0.8175113201141357, loss_a 0.5524724125862122, loss_b 1.4268099069595337, lr 0.0005998216504324891
iter 7050: loss 0.8371000289916992, loss_a 0.5939894914627075, loss_b 1.4125514030456543, lr 0.0005998211362174347
iter 7060: loss 0.8057674169540405, loss_a 0.5552123785018921, loss_b 1.432837724685669, lr 0.0005998206212624039
iter 7070: loss 0.8422359228134155, loss_a 0.5736461281776428, loss_b 1.5480868816375732, lr 0.0005998201055673977
iter 7080: loss 0.8098335266113281, loss_a 0.5583327412605286, loss_b 1.4823352098464966, lr 0.0005998195891324179
iter 7090: loss 0.8423365950584412, loss_a 0.5841723084449768, loss_b 1.3935415744781494, lr 0.0005998190719574656
iter 7100: loss 0.7974648475646973, loss_a 0.536709189414978, loss_b 1.4079687595367432, lr 0.0005998185540425424
iter 7110: loss 0.7855888605117798, loss_a 0.5195741057395935, loss_b 1.4242727756500244, lr 0.0005998180353876497
iter 7120: loss 0.8082475066184998, loss_a 0.5463462471961975, loss_b 1.451141119003296, lr 0.000599817515992789
iter 7130: loss 0.8448429107666016, loss_a 0.5681670904159546, loss_b 1.612048864364624, lr 0.0005998169958579614
iter 7140: loss 0.831230878829956, loss_a 0.5662885904312134, loss_b 1.5182217359542847, lr 0.0005998164749831687
iter 7150: loss 0.8243929147720337, loss_a 0.5839863419532776, loss_b 1.392945408821106, lr 0.0005998159533684122
iter 7160: loss 0.7914594411849976, loss_a 0.5569379925727844, loss_b 1.3680843114852905, lr 0.0005998154310136931
iter 7170: loss 0.8373031616210938, loss_a 0.5751150846481323, loss_b 1.562175989151001, lr 0.0005998149079190132
iter 7180: loss 0.8567330241203308, loss_a 0.5823925137519836, loss_b 1.6477620601654053, lr 0.000599814384084374
iter 7190: loss 0.7950473427772522, loss_a 0.5557217001914978, loss_b 1.3386130332946777, lr 0.0005998138595097763
iter 7200: loss 0.8701001405715942, loss_a 0.5872470140457153, loss_b 1.6902498006820679, lr 0.0005998133341952221
iter 7210: loss 0.8636148571968079, loss_a 0.5912931561470032, loss_b 1.6737092733383179, lr 0.0005998128081407128
iter 7220: loss 0.7975558638572693, loss_a 0.5346916913986206, loss_b 1.4589896202087402, lr 0.0005998122813462497
iter 7230: loss 0.7608557343482971, loss_a 0.522513210773468, loss_b 1.2978540658950806, lr 0.0005998117538118342
iter 7240: loss 0.845209002494812, loss_a 0.5680220723152161, loss_b 1.626383900642395, lr 0.0005998112255374679
iter 7250: loss 0.7953401207923889, loss_a 0.5410476326942444, loss_b 1.3338788747787476, lr 0.0005998106965231523
iter 7260: loss 0.8399904370307922, loss_a 0.574757993221283, loss_b 1.55736243724823, lr 0.0005998101667688885
iter 7270: loss 0.8067417144775391, loss_a 0.5471594929695129, loss_b 1.5063375234603882, lr 0.0005998096362746783
iter 7280: loss 0.8444918394088745, loss_a 0.5747422575950623, loss_b 1.4917620420455933, lr 0.000599809105040523
iter 7290: loss 0.8471899628639221, loss_a 0.5858546495437622, loss_b 1.506852388381958, lr 0.000599808573066424
iter 7300: loss 0.8148431777954102, loss_a 0.547149658203125, loss_b 1.4607818126678467, lr 0.0005998080403523831
iter 7310: loss 0.8761903047561646, loss_a 0.6061078310012817, loss_b 1.6373432874679565, lr 0.0005998075068984012
iter 7320: loss 0.8559792637825012, loss_a 0.6009976863861084, loss_b 1.498059868812561, lr 0.0005998069727044804
iter 7330: loss 0.8117939829826355, loss_a 0.578026533126831, loss_b 1.440067172050476, lr 0.0005998064377706215
iter 7340: loss 0.8217639327049255, loss_a 0.5730122923851013, loss_b 1.4627724885940552, lr 0.0005998059020968266
iter 7350: loss 0.8322814702987671, loss_a 0.5791414976119995, loss_b 1.4643076658248901, lr 0.0005998053656830968
iter 7360: loss 0.8439287543296814, loss_a 0.5754824876785278, loss_b 1.5061262845993042, lr 0.0005998048285294335
iter 7370: loss 0.8480355739593506, loss_a 0.5921059846878052, loss_b 1.4635004997253418, lr 0.0005998042906358385
iter 7380: loss 0.8081003427505493, loss_a 0.5507394671440125, loss_b 1.4622399806976318, lr 0.0005998037520023131
iter 7390: loss 0.8309609889984131, loss_a 0.5701653361320496, loss_b 1.4733308553695679, lr 0.0005998032126288586
iter 7400: loss 0.818742573261261, loss_a 0.560926079750061, loss_b 1.451515555381775, lr 0.0005998026725154768
iter 7410: loss 0.7774407863616943, loss_a 0.5395641922950745, loss_b 1.3022587299346924, lr 0.000599802131662169
iter 7420: loss 0.8280354738235474, loss_a 0.5569157600402832, loss_b 1.5760797262191772, lr 0.0005998015900689367
iter 7430: loss 0.7788781523704529, loss_a 0.5319837331771851, loss_b 1.4321990013122559, lr 0.0005998010477357813
iter 7440: loss 0.8080435395240784, loss_a 0.5801478624343872, loss_b 1.2974361181259155, lr 0.0005998005046627046
iter 7450: loss 0.8512297868728638, loss_a 0.5953692197799683, loss_b 1.5579453706741333, lr 0.0005997999608497077
iter 7460: loss 0.8077973127365112, loss_a 0.5478113293647766, loss_b 1.4481728076934814, lr 0.0005997994162967923
iter 7470: loss 0.8245235681533813, loss_a 0.5764961242675781, loss_b 1.4515353441238403, lr 0.00059979887100396
iter 7480: loss 0.8431349992752075, loss_a 0.5750795006752014, loss_b 1.5413769483566284, lr 0.000599798324971212
iter 7490: loss 0.8173332810401917, loss_a 0.5476451516151428, loss_b 1.5438282489776611, lr 0.00059979777819855
iter 7500: loss 0.8289599418640137, loss_a 0.5648199915885925, loss_b 1.5515207052230835, lr 0.0005997972306859754
iter 7510: loss 0.8220070600509644, loss_a 0.5753538012504578, loss_b 1.4142924547195435, lr 0.0005997966824334899
iter 7520: loss 0.7904109358787537, loss_a 0.558544933795929, loss_b 1.3331178426742554, lr 0.0005997961334410948
iter 7530: loss 0.8407715559005737, loss_a 0.5823081731796265, loss_b 1.532742977142334, lr 0.0005997955837087917
iter 7540: loss 0.7876917123794556, loss_a 0.530560314655304, loss_b 1.476840853691101, lr 0.000599795033236582
iter 7550: loss 0.882863461971283, loss_a 0.6020174026489258, loss_b 1.6253427267074585, lr 0.0005997944820244673
iter 7560: loss 0.8541696071624756, loss_a 0.5889127850532532, loss_b 1.5290895700454712, lr 0.000599793930072449
iter 7570: loss 0.8525132536888123, loss_a 0.5721574425697327, loss_b 1.5892854928970337, lr 0.0005997933773805289
iter 7580: loss 0.8383062481880188, loss_a 0.5566660761833191, loss_b 1.6152559518814087, lr 0.0005997928239487082
iter 7590: loss 0.8656265735626221, loss_a 0.607989490032196, loss_b 1.4972093105316162, lr 0.0005997922697769887
iter 7600: loss 0.8488917946815491, loss_a 0.5549039840698242, loss_b 1.701190710067749, lr 0.0005997917148653716
iter 7610: loss 0.8520796895027161, loss_a 0.5801763534545898, loss_b 1.6019340753555298, lr 0.0005997911592138586
iter 7620: loss 0.7321031093597412, loss_a 0.5028154253959656, loss_b 1.2214475870132446, lr 0.0005997906028224512
iter 7630: loss 0.8653201460838318, loss_a 0.574905276298523, loss_b 1.6224960088729858, lr 0.0005997900456911511
iter 7640: loss 0.8299684524536133, loss_a 0.5553337335586548, loss_b 1.5120879411697388, lr 0.0005997894878199594
iter 7650: loss 0.870965838432312, loss_a 0.5980855822563171, loss_b 1.5920541286468506, lr 0.0005997889292088781
iter 7660: loss 0.7751193046569824, loss_a 0.5563987493515015, loss_b 1.2458018064498901, lr 0.0005997883698579084
iter 7670: loss 0.7817994356155396, loss_a 0.5382512807846069, loss_b 1.376196026802063, lr 0.000599787809767052
iter 7680: loss 0.8734341263771057, loss_a 0.5684086084365845, loss_b 1.6745481491088867, lr 0.0005997872489363104
iter 7690: loss 0.786952018737793, loss_a 0.5369036197662354, loss_b 1.3406692743301392, lr 0.0005997866873656851
iter 7700: loss 0.8597990870475769, loss_a 0.5707418918609619, loss_b 1.6465967893600464, lr 0.0005997861250551777
iter 7710: loss 0.7773255109786987, loss_a 0.541540265083313, loss_b 1.3987699747085571, lr 0.0005997855620047897
iter 7720: loss 0.8030197024345398, loss_a 0.5595330595970154, loss_b 1.4028445482254028, lr 0.0005997849982145227
iter 7730: loss 0.8415346741676331, loss_a 0.554337203502655, loss_b 1.5929516553878784, lr 0.0005997844336843782
iter 7740: loss 0.7596620321273804, loss_a 0.5393067002296448, loss_b 1.2773077487945557, lr 0.0005997838684143578
iter 7750: loss 0.8858303427696228, loss_a 0.5912901759147644, loss_b 1.720383644104004, lr 0.0005997833024044629
iter 7760: loss 0.7852053046226501, loss_a 0.5090182423591614, loss_b 1.4875129461288452, lr 0.0005997827356546952
iter 7770: loss 0.7336328625679016, loss_a 0.49897196888923645, loss_b 1.315686583518982, lr 0.0005997821681650562
iter 7780: loss 0.8884637355804443, loss_a 0.5981917977333069, loss_b 1.7495814561843872, lr 0.0005997815999355474
iter 7790: loss 0.8258702754974365, loss_a 0.5401988625526428, loss_b 1.5191655158996582, lr 0.0005997810309661706
iter 7800: loss 0.8394767642021179, loss_a 0.5813665986061096, loss_b 1.5305027961730957, lr 0.0005997804612569271
iter 7810: loss 0.8442875742912292, loss_a 0.5634926557540894, loss_b 1.5583124160766602, lr 0.0005997798908078185
iter 7820: loss 0.8546820878982544, loss_a 0.5716981291770935, loss_b 1.657127022743225, lr 0.0005997793196188464
iter 7830: loss 0.9171984195709229, loss_a 0.6362633109092712, loss_b 1.7734688520431519, lr 0.0005997787476900124
iter 7840: loss 0.7838159799575806, loss_a 0.5248404145240784, loss_b 1.3586922883987427, lr 0.0005997781750213181
iter 7850: loss 0.8364115357398987, loss_a 0.562924325466156, loss_b 1.5491278171539307, lr 0.0005997776016127649
iter 7860: loss 0.7987820506095886, loss_a 0.551456868648529, loss_b 1.3925061225891113, lr 0.0005997770274643546
iter 7870: loss 0.7852873802185059, loss_a 0.5517762303352356, loss_b 1.3957749605178833, lr 0.0005997764525760886
iter 7880: loss 0.8516694903373718, loss_a 0.602944016456604, loss_b 1.4586117267608643, lr 0.0005997758769479687
iter 7890: loss 0.8251137733459473, loss_a 0.5512500405311584, loss_b 1.5706716775894165, lr 0.0005997753005799961
iter 7900: loss 0.8079848289489746, loss_a 0.549183189868927, loss_b 1.4528928995132446, lr 0.0005997747234721727
iter 7910: loss 0.7887036800384521, loss_a 0.5376777052879333, loss_b 1.380552887916565, lr 0.0005997741456245
iter 7920: loss 0.7742570638656616, loss_a 0.5363620519638062, loss_b 1.318712830543518, lr 0.0005997735670369795
iter 7930: loss 0.8443996906280518, loss_a 0.5515441298484802, loss_b 1.5949596166610718, lr 0.0005997729877096129
iter 7940: loss 0.7618269920349121, loss_a 0.534014105796814, loss_b 1.3334327936172485, lr 0.0005997724076424018
iter 7950: loss 0.7501435875892639, loss_a 0.510025143623352, loss_b 1.3266522884368896, lr 0.0005997718268353476
iter 7960: loss 0.7905653119087219, loss_a 0.554488480091095, loss_b 1.3686081171035767, lr 0.000599771245288452
iter 7970: loss 0.7718130350112915, loss_a 0.5110428333282471, loss_b 1.4237663745880127, lr 0.0005997706630017168
iter 7980: loss 0.7687153816223145, loss_a 0.546452522277832, loss_b 1.279602289199829, lr 0.0005997700799751433
iter 7990: loss 0.8734841346740723, loss_a 0.5812152624130249, loss_b 1.6883906126022339, lr 0.0005997694962087333
iter 8000: loss 0.8044272661209106, loss_a 0.5712977647781372, loss_b 1.3850162029266357, lr 0.0005997689117024882
iter 8010: loss 0.7774826288223267, loss_a 0.5630490779876709, loss_b 1.2698752880096436, lr 0.0005997683264564098
iter 8020: loss 0.8743141889572144, loss_a 0.5871638655662537, loss_b 1.7087924480438232, lr 0.0005997677404704997
iter 8030: loss 0.7670244574546814, loss_a 0.5285148024559021, loss_b 1.386698842048645, lr 0.0005997671537447593
iter 8040: loss 0.7906560897827148, loss_a 0.5360159277915955, loss_b 1.3764722347259521, lr 0.0005997665662791904
iter 8050: loss 0.8349338173866272, loss_a 0.5485665798187256, loss_b 1.6083904504776, lr 0.0005997659780737945
iter 8060: loss 0.7531486749649048, loss_a 0.513507604598999, loss_b 1.3636277914047241, lr 0.0005997653891285735
iter 8070: loss 0.7760335206985474, loss_a 0.5416440963745117, loss_b 1.3921947479248047, lr 0.0005997647994435284
iter 8080: loss 0.7952160835266113, loss_a 0.5458416938781738, loss_b 1.3689179420471191, lr 0.0005997642090186616
iter 8090: loss 0.7536603212356567, loss_a 0.5196763277053833, loss_b 1.3432196378707886, lr 0.0005997636178539739
iter 8100: loss 0.8357408046722412, loss_a 0.5863426923751831, loss_b 1.4690684080123901, lr 0.0005997630259494676
iter 8110: loss 0.799117922782898, loss_a 0.5581048130989075, loss_b 1.4208444356918335, lr 0.000599762433305144
iter 8120: loss 0.8139479160308838, loss_a 0.5653176307678223, loss_b 1.4078322649002075, lr 0.0005997618399210048
iter 8130: loss 0.8127481341362, loss_a 0.5620792508125305, loss_b 1.429075002670288, lr 0.0005997612457970517
iter 8140: loss 0.824124276638031, loss_a 0.560903787612915, loss_b 1.4934594631195068, lr 0.0005997606509332861
iter 8150: loss 0.8129814267158508, loss_a 0.5338127017021179, loss_b 1.5685145854949951, lr 0.0005997600553297099
iter 8160: loss 0.7688243985176086, loss_a 0.531117856502533, loss_b 1.3857553005218506, lr 0.0005997594589863245
iter 8170: loss 0.8119679689407349, loss_a 0.5552719831466675, loss_b 1.4179811477661133, lr 0.0005997588619031317
iter 8180: loss 0.8161664009094238, loss_a 0.5396283268928528, loss_b 1.6226450204849243, lr 0.000599758264080133
iter 8190: loss 0.8417054414749146, loss_a 0.5705934166908264, loss_b 1.5970288515090942, lr 0.0005997576655173303
iter 8200: loss 0.8109797239303589, loss_a 0.5613864064216614, loss_b 1.4915212392807007, lr 0.0005997570662147249
iter 8210: loss 0.83271723985672, loss_a 0.565483808517456, loss_b 1.5453097820281982, lr 0.0005997564661723187
iter 8220: loss 0.8065732717514038, loss_a 0.5500931739807129, loss_b 1.4436967372894287, lr 0.0005997558653901133
iter 8230: loss 0.819300651550293, loss_a 0.5582471489906311, loss_b 1.4512630701065063, lr 0.0005997552638681101
iter 8240: loss 0.7156984210014343, loss_a 0.49000826478004456, loss_b 1.236868977546692, lr 0.0005997546616063112
iter 8250: loss 0.8064185380935669, loss_a 0.5425196886062622, loss_b 1.4898723363876343, lr 0.0005997540586047178
iter 8260: loss 0.811069130897522, loss_a 0.5383209586143494, loss_b 1.591391682624817, lr 0.0005997534548633317
iter 8270: loss 0.809761106967926, loss_a 0.5433208346366882, loss_b 1.4682828187942505, lr 0.0005997528503821548
iter 8280: loss 0.8356924057006836, loss_a 0.5619165897369385, loss_b 1.559701681137085, lr 0.0005997522451611885
iter 8290: loss 0.7663792371749878, loss_a 0.5465834736824036, loss_b 1.3054357767105103, lr 0.0005997516392004346
iter 8300: loss 0.8489140868186951, loss_a 0.6014003753662109, loss_b 1.4614776372909546, lr 0.0005997510324998946
iter 8310: loss 0.7896735668182373, loss_a 0.5633960366249084, loss_b 1.3712694644927979, lr 0.0005997504250595704
iter 8320: loss 0.8248252272605896, loss_a 0.5567471981048584, loss_b 1.5225944519042969, lr 0.0005997498168794633
